,title,price,year,link,category,age
181,turkmen persian oriental rug,350,,https://charlottesville.craigslist.org/fuo/d/lexington-turkmen-persian-oriental-rug/7911878613.html,missing,
182,hamadan persian oriental rug runner,450,,https://charlottesville.craigslist.org/fuo/d/lexington-hamadan-persian-oriental-rug/7911877148.html,missing,
183,2 vintage thomasville living room end tables,100,,https://charlottesville.craigslist.org/fuo/d/dillwyn-vintage-thomasville-living-room/7908922326.html,table,
184,solid wooden handmade queen/full size bed frame,350,,https://charlottesville.craigslist.org/fuo/d/greenwood-solid-wooden-handmade-queen/7902920710.html,missing,
185,handmade solid wooden table,75,,https://charlottesville.craigslist.org/fuo/d/greenwood-handmade-solid-wooden-table/7907618845.html,table,
186,"chinese, ""carved"" 90-line, hand knotted wool runner 11' x 28""",1288,,https://charlottesville.craigslist.org/fuo/d/charlottesville-chinese-carved-90-line/7911822621.html,missing,
187,"chinese handcrafted carpet, large 10' 3"" x 8' x 0.5""",1480,,https://charlottesville.craigslist.org/fuo/d/charlottesville-chinese-handcrafted/7911791145.html,missing,
188,area rugs 8x10 5x7 delivery available,1,,https://charlottesville.craigslist.org/fuo/d/charlottesville-area-rugs-8x10-5x7/7910281596.html,missing,
189,thomas jackson stonewall michael gnateks,500,,https://charlottesville.craigslist.org/fuo/d/north-garden-thomas-jackson-stonewall/7909627189.html,missing,
190,large and medium area rugs in excellent pet/smoke free condition,100,,https://charlottesville.craigslist.org/fuo/d/north-garden-large-and-medium-area-rugs/7908570681.html,missing,
191,stanley furniture shelving hutch and desk,1,,https://charlottesville.craigslist.org/fuo/d/north-garden-stanley-furniture-shelving/7908051833.html,desk,
192,modern dining chairs - six,50,,https://charlottesville.craigslist.org/fuo/d/charlottesville-modern-dining-chairs-six/7908377635.html,chair,
193,solid wood console table,325,,https://charlottesville.craigslist.org/fuo/d/charlottesville-solid-wood-console-table/7908377564.html,table,
194,solid wood bar chairs,30,,https://charlottesville.craigslist.org/fuo/d/charlottesville-solid-wood-bar-chairs/7908377475.html,chair,
195,solid wood end table,120,,https://charlottesville.craigslist.org/fuo/d/charlottesville-solid-wood-end-table/7911754919.html,table,
196,macy's used sofa- teal,125,,https://charlottesville.craigslist.org/fuo/d/montpelier-station-macys-used-sofa-teal/7911752751.html,missing,
197,dining chairs 3 /4 white west elm vintage bentwood,150,,https://charlottesville.craigslist.org/fuo/d/charlottesville-dining-chairs-4-white/7911731911.html,chair,
198,granite bistro table & chairs,235,,https://charlottesville.craigslist.org/fuo/d/barboursville-granite-bistro-table/7893562587.html,table,
199,ikea toddler bed.,200,,https://charlottesville.craigslist.org/fuo/d/barboursville-ikea-toddler-bed/7893562520.html,missing,
200,curio cabinets,250,,https://charlottesville.craigslist.org/fuo/d/barboursville-curio-cabinets/7893562640.html,cabinet,
201,modern steel bar stools,325,,https://charlottesville.craigslist.org/fuo/d/charlottesville-modern-steel-bar-stools/7904586901.html,missing,
202,mahal persian oriental rug,400,,https://charlottesville.craigslist.org/fuo/d/lexington-mahal-persian-oriental-rug/7911673432.html,missing,
203,bakhtiari persian oriental rug,450,,https://charlottesville.craigslist.org/fuo/d/lexington-bakhtiari-persian-oriental-rug/7911665548.html,missing,
204,"dresser, 7-drawer",75,,https://charlottesville.craigslist.org/fuo/d/charlottesville-dresser-drawer/7911649713.html,missing,
205,bamboo bar stool,15,,https://charlottesville.craigslist.org/fuo/d/charlottesville-bamboo-bar-stool/7876174284.html,missing,
206,shelving system,20,,https://charlottesville.craigslist.org/fuo/d/charlottesville-shelving-system/7909301290.html,missing,
207,posture chair,20,,https://charlottesville.craigslist.org/fuo/d/charlottesville-posture-chair/7909300675.html,chair,
208,queen size mattress topper - less than 5 months old,55,,https://charlottesville.craigslist.org/fuo/d/charlottesville-queen-size-mattress/7909300193.html,missing,
209,grapevine table,2800,,https://charlottesville.craigslist.org/fuo/d/somerset-grapevine-table/7882421991.html,table,
210,crate and barrel sofa - circa 2018,200,2018.0,https://charlottesville.craigslist.org/fuo/d/troy-crate-and-barrel-sofa-circa-2018/7902505885.html,sofa,7.0
211,couch,300,,https://charlottesville.craigslist.org/fuo/d/charlottesville-couch/7909535986.html,missing,
212,zanjan persian oriental rug runner,300,,https://charlottesville.craigslist.org/fuo/d/lexington-zanjan-persian-oriental-rug/7911457320.html,missing,
213,vintage  hand made solid wooden coffee and side table,80,,https://charlottesville.craigslist.org/fuo/d/charlottesville-vintage-hand-made-solid/7873520601.html,table,
214,mcm mid-century bamboo wicker glass 5-shelf unit,200,,https://charlottesville.craigslist.org/fuo/d/scottsville-mcm-mid-century-bamboo/7911455126.html,missing,
215,queen bedroom set for sale- gray wood,350,,https://charlottesville.craigslist.org/fuo/d/fredericksburg-queen-bedroom-set-for/7911455213.html,missing,
216,"medium sized, blue glass desk for sale",60,,https://charlottesville.craigslist.org/fuo/d/fredericksburg-medium-sized-blue-glass/7911452679.html,desk,
217,balouch persian oriental rug,350,,https://charlottesville.craigslist.org/fuo/d/lexington-balouch-persian-oriental-rug/7911450567.html,missing,
218,"homestyles maho 5663 brown wood outdoor storage cabinet 32'wx64""hx22""d",398,,https://charlottesville.craigslist.org/fuo/d/louisa-homestyles-maho-5663-brown-wood/7894891267.html,cabinet,
219,"acme furniture merveille mirror in espresso wood finish 35""h x 40""w",98,,https://charlottesville.craigslist.org/fuo/d/louisa-acme-furniture-merveille-mirror/7902622654.html,mirror,
220,"lamps, wall mounted",5,,https://charlottesville.craigslist.org/fuo/d/lovingston-lamps-wall-mounted/7898813463.html,missing,
221,rocking chair,100,,https://charlottesville.craigslist.org/fuo/d/lovingston-rocking-chair/7906876386.html,chair,
222,bunk bed,90,,https://charlottesville.craigslist.org/fuo/d/louisa-bunk-bed/7890994078.html,missing,
223,rehoming ball pythons,123,,https://charlottesville.craigslist.org/fuo/d/louisa-rehoming-ball-pythons/7894941273.html,missing,
224,ball pythons rehome,150,,https://charlottesville.craigslist.org/fuo/d/louisa-ball-pythons-rehome/7891903993.html,missing,
225,rolling kitchen cart,100,,https://charlottesville.craigslist.org/fuo/d/palmyra-rolling-kitchen-cart/7905023316.html,missing,
226,patio set,50,,https://charlottesville.craigslist.org/fuo/d/palmyra-patio-set/7900583209.html,missing,
227,this ends up/ dresser,100,,https://charlottesville.craigslist.org/fuo/d/raphine-this-ends-up-dresser/7888143547.html,dresser,
228,this ends up/ student desk,175,,https://charlottesville.craigslist.org/fuo/d/raphine-this-ends-up-student-desk/7888133311.html,desk,
229,"pair of side tables, used",100,,https://charlottesville.craigslist.org/fuo/d/charlottesville-pair-of-side-tables-used/7879547542.html,missing,
230,used 8x10 rug,100,,https://charlottesville.craigslist.org/fuo/d/charlottesville-used-8x10-rug/7879241147.html,missing,
231,sofa and chairs,75,,https://charlottesville.craigslist.org/fuo/d/woodberry-forest-sofa-and-chairs/7890098953.html,sofa,
232,broyhill twin bunkbed,150,,https://charlottesville.craigslist.org/fuo/d/waynesboro-broyhill-twin-bunkbed/7905662939.html,missing,
233,handmade vintage solid heavy duty wooden shelf,150,,https://charlottesville.craigslist.org/fuo/d/greenwood-handmade-vintage-solid-heavy/7911264990.html,missing,
234,desk,35,,https://charlottesville.craigslist.org/fuo/d/charlottesville-desk/7875082834.html,desk,
235,2 wrought iron glass top tables,40,,https://charlottesville.craigslist.org/fuo/d/charlottesville-wrought-iron-glass-top/7905558079.html,table,
236,transitional white queen floral headboard with serta,450,,https://charlottesville.craigslist.org/fuo/d/charlottesville-transitional-white/7909625284.html,missing,
237,lazy boy power chair,550,,https://charlottesville.craigslist.org/fuo/d/charlottesville-lazy-boy-power-chair/7909610680.html,chair,
238,vintage scrolled faux bamboo metal glass etagere stand shelving,300,,https://charlottesville.craigslist.org/fuo/d/charlottesville-vintage-scrolled-faux/7909608903.html,missing,
239,faux bamboo glass top dining room table,250,,https://charlottesville.craigslist.org/fuo/d/charlottesville-faux-bamboo-glass-top/7909609196.html,table,
240,drescher brass and marble full bed frame  with mattress and boxspring,600,,https://charlottesville.craigslist.org/fuo/d/charlottesville-drescher-brass-and/7909432496.html,missing,
241,student desk - metal,25,,https://charlottesville.craigslist.org/fuo/d/stanardsville-student-desk-metal/7906229333.html,desk,
242,framed picture lady garden hollyhocks,5,,https://charlottesville.craigslist.org/fuo/d/troy-framed-picture-lady-garden/7876278086.html,missing,
243,pair beautiful framed rose pictures,40,,https://charlottesville.craigslist.org/fuo/d/troy-pair-beautiful-framed-rose-pictures/7886554998.html,missing,
244,goldilocks 3 bears framed picture,10,,https://charlottesville.craigslist.org/fuo/d/troy-goldilocks-bears-framed-picture/7907418098.html,missing,
245,couple framed pictures,10,,https://charlottesville.craigslist.org/fuo/d/troy-couple-framed-pictures/7897051889.html,missing,
246,glass coffee table w/ wood&metal base,100,,https://charlottesville.craigslist.org/fuo/d/somerset-glass-coffee-table-woodmetal/7911105866.html,table,
247,bar chair,15,,https://charlottesville.craigslist.org/fuo/d/troy-bar-chair/7873714978.html,chair,
248,dining room chairs,150,,https://charlottesville.craigslist.org/fuo/d/orange-dining-room-chairs/7905689404.html,chair,
249,ethan allen oak night table,695,,https://charlottesville.craigslist.org/fuo/d/charlottesville-ethan-allen-oak-night/7911043364.html,table,
250,plant stand or table base,10,,https://charlottesville.craigslist.org/fuo/d/lexington-plant-stand-or-table-base/7894557773.html,table,
251,hamadan persian oriental rug,180,,https://charlottesville.craigslist.org/fuo/d/lexington-hamadan-persian-oriental-rug/7910999702.html,missing,
252,afghan suzani oriental rug runner,150,,https://charlottesville.craigslist.org/fuo/d/lexington-afghan-suzani-oriental-rug/7910964461.html,missing,
253,ardakan persian oriental rug,750,,https://charlottesville.craigslist.org/fuo/d/lexington-ardakan-persian-oriental-rug/7910960487.html,missing,
254,qashqai persian oriental rug runner,350,,https://charlottesville.craigslist.org/fuo/d/lexington-qashqai-persian-oriental-rug/7910922266.html,missing,
255,tabriz persian oriental rug,100,,https://charlottesville.craigslist.org/fuo/d/lexington-tabriz-persian-oriental-rug/7910921090.html,missing,
256,borchelu persian oriental rug runner,400,,https://charlottesville.craigslist.org/fuo/d/lexington-borchelu-persian-oriental-rug/7910875165.html,missing,
257,bakhtiari persian oriental rug,280,,https://charlottesville.craigslist.org/fuo/d/lexington-bakhtiari-persian-oriental-rug/7910874595.html,missing,
258,vintage mid century bassett dresser,350,,https://charlottesville.craigslist.org/fuo/d/charlottesville-vintage-mid-century/7910811108.html,dresser,
259,queen size mattress w/ accessories available,250,,https://charlottesville.craigslist.org/fuo/d/charlottesville-queen-size-mattress/7909171126.html,missing,
260,indian kerman oriental rug,300,,https://charlottesville.craigslist.org/fuo/d/lexington-indian-kerman-oriental-rug/7910678885.html,missing,
261,ardebil persian oriental rug runner,350,,https://charlottesville.craigslist.org/fuo/d/lexington-ardebil-persian-oriental-rug/7910678178.html,missing,
262,rustic bar/bookshelf,85,,https://charlottesville.craigslist.org/fuo/d/palmyra-rustic-bar-bookshelf/7907544893.html,missing,
263,metal twin-queen frame,30,,https://charlottesville.craigslist.org/fuo/d/troy-metal-twin-queen-frame/7873948956.html,missing,
264,vintage handmade dining table with 2 bar chairs,180,,https://charlottesville.craigslist.org/fuo/d/greenwood-vintage-handmade-dining-table/7910540943.html,table,
265,varamin persian oriental rug,450,,https://charlottesville.craigslist.org/fuo/d/lexington-varamin-persian-oriental-rug/7910463372.html,missing,
266,afghan khal mohammadi oriental rug runner,450,,https://charlottesville.craigslist.org/fuo/d/lexington-afghan-khal-mohammadi/7910462450.html,missing,
267,beautiful table for 8 or more,75,,https://charlottesville.craigslist.org/fuo/d/palmyra-beautiful-table-for-or-more/7908388415.html,table,
268,"desks, desks, desks  and up",25,,https://charlottesville.craigslist.org/fuo/d/palmyra-desks-desks-desks-and-up/7908380168.html,desk,
269,large quilt rack,30,,https://charlottesville.craigslist.org/fuo/d/palmyra-large-quilt-rack/7907802410.html,missing,
270,"baby's first high chair, vintage 1930's",25,1930.0,https://charlottesville.craigslist.org/fuo/d/palmyra-babys-first-high-chair-vintage/7907802006.html,missing,95.0
271,vintage magazine rack,25,,https://charlottesville.craigslist.org/fuo/d/keene-vintage-magazine-rack/7907802106.html,missing,
272,"authentic numbered ""barbara mock"" framed print",25,,https://charlottesville.craigslist.org/fuo/d/palmyra-authentic-numbered-barbara-mock/7907801491.html,missing,
273,beautiful sofa table with two drawers,99,,https://charlottesville.craigslist.org/fuo/d/keene-beautiful-sofa-table-with-two/7907801723.html,sofa,
274,well made half height black bookcase with two shelves,22,,https://charlottesville.craigslist.org/fuo/d/palmyra-well-made-half-height-black/7907801288.html,missing,
275,beautiful solid wood rolling table,38,,https://charlottesville.craigslist.org/fuo/d/scottsville-beautiful-solid-wood/7907800926.html,table,
276,unique solid wood corner coffee table,45,,https://charlottesville.craigslist.org/fuo/d/keene-unique-solid-wood-corner-coffee/7907800069.html,table,
277,antique pantry with hidden sliding doors,110,,https://charlottesville.craigslist.org/fuo/d/palmyra-antique-pantry-with-hidden/7907800329.html,door,
278,small persons bar height stool,7,,https://charlottesville.craigslist.org/fuo/d/palmyra-small-persons-bar-height-stool/7907796603.html,missing,
279,beautiful dining room size carpet,60,,https://charlottesville.craigslist.org/fuo/d/palmyra-beautiful-dining-room-size/7907796302.html,missing,
280,dark solid oak fiddleback chair,25,,https://charlottesville.craigslist.org/fuo/d/palmyra-dark-solid-oak-fiddleback-chair/7907796465.html,chair,
281,mission style cherry coffee table,40,,https://charlottesville.craigslist.org/fuo/d/palmyra-mission-style-cherry-coffee/7907796112.html,table,
282,formal dining room table,110,,https://charlottesville.craigslist.org/fuo/d/palmyra-formal-dining-room-table/7907796206.html,table,
283,dual drop leaf dining room table,60,,https://charlottesville.craigslist.org/fuo/d/palmyra-dual-drop-leaf-dining-room-table/7907795783.html,table,
284,childs wicker bentwood rocking chair,32,,https://charlottesville.craigslist.org/fuo/d/keene-childs-wicker-bentwood-rocking/7907795884.html,chair,
285,antique singer sewing base with choice of optional table top,75,,https://charlottesville.craigslist.org/fuo/d/palmyra-antique-singer-sewing-base-with/7907796008.html,table,
286,wicker archway with 5 shelves unit,99,,https://charlottesville.craigslist.org/fuo/d/keene-wicker-archway-with-shelves-unit/7906726747.html,missing,
287,whiskey barrel base lamp,45,,https://charlottesville.craigslist.org/fuo/d/keene-whiskey-barrel-base-lamp/7906728082.html,lamp,
288,exquisit brass like glass lighted show case,150,,https://charlottesville.craigslist.org/fuo/d/keene-exquisit-brass-like-glass-lighted/7906727507.html,missing,
289,designer rolling metal table,35,,https://charlottesville.craigslist.org/fuo/d/palmyra-designer-rolling-metal-table/7906723684.html,table,
290,2 pub table height solid wood chairs   each,25,,https://charlottesville.craigslist.org/fuo/d/palmyra-pub-table-height-solid-wood/7906724296.html,table,
291,antique solid wood sewing table and built in chair,69,,https://charlottesville.craigslist.org/fuo/d/palmyra-antique-solid-wood-sewing-table/7906726419.html,table,
292,mid-century high back solid oak swivel bar stool #2,70,,https://charlottesville.craigslist.org/fuo/d/palmyra-mid-century-high-back-solid-oak/7906722119.html,missing,
293,"solid wood, art room or project work table",25,,https://charlottesville.craigslist.org/fuo/d/palmyra-solid-wood-art-room-or-project/7906723220.html,table,
294,mid-century high back solid oak swivel bar stool #1,69,,https://charlottesville.craigslist.org/fuo/d/keene-mid-century-high-back-solid-oak/7906721773.html,missing,
295,"stemware, glasses and cordials from",0,,https://charlottesville.craigslist.org/fuo/d/keene-stemware-glasses-and-cordials-from/7906719756.html,missing,
296,quality solid wood rolling multi-use cart,42,,https://charlottesville.craigslist.org/fuo/d/keene-quality-solid-wood-rolling-multi/7906720040.html,missing,
297,"designer folding 60"" wide room divider with bird house art work",175,,https://charlottesville.craigslist.org/fuo/d/keene-designer-folding-60-wide-room/7906719251.html,missing,
298,beautiful solid walnut glass door display case,120,,https://charlottesville.craigslist.org/fuo/d/palmyra-beautiful-solid-walnut-glass/7906143098.html,door,
299,"chairs,  chairs and more chairs       and up",25,,https://charlottesville.craigslist.org/fuo/d/palmyra-chairs-chairs-and-more-chairs/7906142181.html,chair,
300,"""like new"" rolling chrome clothes rack",25,,https://charlottesville.craigslist.org/fuo/d/palmyra-like-new-rolling-chrome-clothes/7906141829.html,missing,
301,antique cobblers work bench circa 1850,195,,https://charlottesville.craigslist.org/fuo/d/palmyra-antique-cobblers-work-bench/7906141478.html,missing,
302,farm house spice rack,45,,https://charlottesville.craigslist.org/fuo/d/keene-farm-house-spice-rack/7906141590.html,missing,
303,perfect student dorm desk,39,,https://charlottesville.craigslist.org/fuo/d/palmyra-perfect-student-dorm-desk/7906141196.html,desk,
304,antique singer sewing machine base with tempered glass top,85,,https://charlottesville.craigslist.org/fuo/d/keene-antique-singer-sewing-machine/7906139887.html,missing,
305,colonial style 2 piece display hutch,145,,https://charlottesville.craigslist.org/fuo/d/keene-colonial-style-piece-display-hutch/7906140456.html,missing,
306,2 brown and 2 black ladder back chairs with rush seating.   each,25,,https://charlottesville.craigslist.org/fuo/d/palmyra-brown-and-black-ladder-back/7906140062.html,chair,
307,classic 8 bulb chandelier,50,,https://charlottesville.craigslist.org/fuo/d/keene-classic-bulb-chandelier/7906138574.html,missing,
308,vintage style leaded glass look chandelier,50,,https://charlottesville.craigslist.org/fuo/d/keene-vintage-style-leaded-glass-look/7906138137.html,missing,
309,antique gate leg dual drop leaf dining room table,135,,https://charlottesville.craigslist.org/fuo/d/palmyra-antique-gate-leg-dual-drop-leaf/7906137731.html,table,
310,antique victorian era dresser with ornate mirror,275,,https://charlottesville.craigslist.org/fuo/d/palmyra-antique-victorian-era-dresser/7906137071.html,dresser,
311,gone with the wind style lamp,40,,https://charlottesville.craigslist.org/fuo/d/palmyra-gone-with-the-wind-style-lamp/7906136069.html,lamp,
312,quality solid wood rolling multi-use cart,42,,https://charlottesville.craigslist.org/fuo/d/keene-quality-solid-wood-rolling-multi/7906135439.html,missing,
313,"48"" glass top, patio table with white metal leg base",89,,https://charlottesville.craigslist.org/fuo/d/palmyra-48-glass-top-patio-table-with/7906135306.html,table,
314,solian ware by soho pottery ltd.,44,,https://charlottesville.craigslist.org/fuo/d/palmyra-solian-ware-by-soho-pottery-ltd/7901115915.html,missing,
315,pitcher and bowl sets by ironstone u.s.a from,25,,https://charlottesville.craigslist.org/fuo/d/palmyra-pitcher-and-bowl-sets-by/7901116065.html,missing,
316,authentic barbara mock numbered (#1493)  framed print,20,,https://charlottesville.craigslist.org/fuo/d/palmyra-authentic-barbara-mock-numbered/7901116432.html,missing,
317,mirrors mirrors mirrors                                   from,25,,https://charlottesville.craigslist.org/fuo/d/palmyra-mirrors-mirrors-mirrors-from/7901116559.html,mirror,
318,indoor/outdoor metal end tables each,30,,https://charlottesville.craigslist.org/fuo/d/keene-indoor-outdoor-metal-end-tables/7901116802.html,table,
319,vintage wicker stroller,99,,https://charlottesville.craigslist.org/fuo/d/palmyra-vintage-wicker-stroller/7901117218.html,missing,
320,black laquered bench,25,,https://charlottesville.craigslist.org/fuo/d/palmyra-black-laquered-bench/7901116861.html,missing,
321,early american style rocking chair,50,,https://charlottesville.craigslist.org/fuo/d/palmyra-early-american-style-rocking/7901116946.html,chair,
322,oushak turkish oriental rug,800,,https://charlottesville.craigslist.org/fuo/d/lexington-oushak-turkish-oriental-rug/7910154300.html,missing,
323,chenar persian oriental rug runner,350,,https://charlottesville.craigslist.org/fuo/d/lexington-chenar-persian-oriental-rug/7910152344.html,missing,
324,make this brown overstuffed leather sofa yours today!,50,,https://charlottesville.craigslist.org/fuo/d/charlottesville-make-this-brown/7910064934.html,sofa,
325,pair of shaker style or danish modern stickley chairs,400,,https://charlottesville.craigslist.org/fuo/d/charlottesville-pair-of-shaker-style-or/7908481655.html,chair,
326,solid cherry bookshelf contemporary,400,,https://charlottesville.craigslist.org/fuo/d/charlottesville-solid-cherry-bookshelf/7908482546.html,missing,
327,pair of shaker style or danish modern stickley chairs,400,,https://charlottesville.craigslist.org/fuo/d/charlottesville-pair-of-shaker-style-or/7908462463.html,chair,
328,sarouk persian oriental rug,1200,,https://charlottesville.craigslist.org/fuo/d/lexington-sarouk-persian-oriental-rug/7910020865.html,missing,
329,cute side/ coffee table,40,,https://charlottesville.craigslist.org/fuo/d/charlottesville-cute-side-coffee-table/7909991444.html,table,
330,pier 1 wicker chairs.,100,,https://charlottesville.craigslist.org/fuo/d/charlottesville-pier-wicker-chairs/7909990242.html,missing,
331,full size white canopy bed,35,,https://charlottesville.craigslist.org/fuo/d/charlottesville-full-size-white-canopy/7907624059.html,missing,
332,zabol persian oriental rug,350,,https://charlottesville.craigslist.org/fuo/d/lexington-zabol-persian-oriental-rug/7909928974.html,missing,
333,reclaimed solid wood dresser,350,,https://charlottesville.craigslist.org/fuo/d/charlottesville-reclaimed-solid-wood/7909888263.html,dresser,
334,two twin bed frames headboards and footboards (must take both),80,,https://charlottesville.craigslist.org/fuo/d/charlottesville-two-twin-bed-frames/7897503139.html,missing,
335,yalameh persian oriental rug,500,,https://charlottesville.craigslist.org/fuo/d/lexington-yalameh-persian-oriental-rug/7909633600.html,missing,
336,antique enjilas persian oriental rug,350,,https://charlottesville.craigslist.org/fuo/d/lexington-antique-enjilas-persian/7909627648.html,missing,
337,twin bed headboards- 25 each/45 pair,25,,https://charlottesville.craigslist.org/fuo/d/charlottesville-twin-bed-headboards-25/7890352713.html,missing,
338,modern dog crate,80,,https://charlottesville.craigslist.org/fuo/d/waynesboro-modern-dog-crate/7909551474.html,missing,
339,malayer persian oriental rug runner,450,,https://charlottesville.craigslist.org/fuo/d/lexington-malayer-persian-oriental-rug/7909511042.html,missing,
340,bassett rolled arm sofa,150,,https://charlottesville.craigslist.org/fuo/d/charlottesville-bassett-rolled-arm-sofa/7909506639.html,sofa,
341,four antique rugs,750,,https://charlottesville.craigslist.org/fuo/d/charlottesville-four-antique-rugs/7909492335.html,missing,
342,mashad persian oriental rug,850,,https://charlottesville.craigslist.org/fuo/d/lexington-mashad-persian-oriental-rug/7909446254.html,missing,
343,overstuffed plush recliner,65,,https://charlottesville.craigslist.org/fuo/d/esmont-overstuffed-plush-recliner/7883085474.html,missing,
344,wooden coffee table,50,,https://charlottesville.craigslist.org/fuo/d/esmont-wooden-coffee-table/7883084713.html,table,
345,stools,5,,https://charlottesville.craigslist.org/fuo/d/esmont-stools/7883084989.html,missing,
346,solid wood folding trestle table,100,,https://charlottesville.craigslist.org/fuo/d/esmont-solid-wood-folding-trestle-table/7883084543.html,table,
347,1960 desota,4000,1960.0,https://charlottesville.craigslist.org/fuo/d/waynesboro-1960-desota/7909394045.html,missing,65.0
348,nice grayish couch,100,,https://charlottesville.craigslist.org/fuo/d/charlottesville-nice-grayish-couch/7909387517.html,missing,
349,bar wine cart on wheels,25,,https://charlottesville.craigslist.org/fuo/d/nellysford-bar-wine-cart-on-wheels/7909246888.html,missing,
350,comfy red chair,40,,https://charlottesville.craigslist.org/fuo/d/charlottesville-comfy-red-chair/7909245254.html,chair,
351,futon bed,200,,https://charlottesville.craigslist.org/fuo/d/barboursville-futon-bed/7898884618.html,missing,
352,chairs. solid oak,60,,https://charlottesville.craigslist.org/fuo/d/waynesboro-chairs-solid-oak/7909182803.html,missing,
353,sold oak chairs,60,,https://charlottesville.craigslist.org/fuo/d/waynesboro-sold-oak-chairs/7909182639.html,chair,
354,rocking chair,30,,https://charlottesville.craigslist.org/fuo/d/waynesboro-rocking-chair/7909175475.html,chair,
355,afghan balouch oriental rug,180,,https://charlottesville.craigslist.org/fuo/d/lexington-afghan-balouch-oriental-rug/7909081054.html,missing,
356,low profile queen bed frame,50,,https://charlottesville.craigslist.org/fuo/d/charlottesville-low-profile-queen-bed/7884800987.html,missing,
